system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,habitat_code,index,lat,lon,.geo
10_0,0.04822760476739715,-0.08882737408688965,0.03543252595155709,-0.16000000000000003,0.0629911572472126,0.28444444444444444,-0.07972318339100345,0.041584006151480196,0.05173394848135333,0.21413302575932336,0.16000000000000003,-0.13016532103037293,-0.2069357939254133,-0.13588619761630144,-0.1085121107266436,-0.04822760476739715,-0.13588619761630144,0.08882737408688965,-0.003936947327950788,0.04822760476739715,-0.007443291041906958,0.07535563244905807,-0.11374086889657825,0.0271280276816609,0.003936947327950788,0.13016532103037293,0.22145328719723184,-0.10340638216070744,0.05911572472126105,0.05536332179930796,0.03543252595155709,0.05911572472126105,0.28444444444444444,-0.14173010380622836,-0.14769703960015382,0.17937716262975778,-0.01574778931180315,0.14769703960015382,-0.01574778931180315,0.24415224913494812,0.07535563244905807,-0.09842368319876971,0.01574778931180315,-0.21413302575932336,0.11909265667051133,-0.04822760476739715,0.08882737408688965,-0.05173394848135333,0.1929104190695886,-0.16000000000000003,-0.06698961937716265,0.09356401384083046,0.09842368319876971,-0.186082276047674,-0.041584006151480196,-0.16000000000000003,0.08882737408688965,0.07535563244905807,0.022206843521722412,0.2288965782391388,0.05911572472126105,-0.08882737408688965,-0.13016532103037293,-0.019930795847750864,N17,165679,46.19573103847211,35.220563999999996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.029773164167627833,-0.16000000000000003,-0.019930795847750864,-0.08421376393694734,0.08421376393694734,0.186082276047674,-0.12456747404844293,0.002214532871972318,0.07972318339100345,0.13588619761630144,0.13588619761630144,-0.08882737408688965,-0.21413302575932336,-0.16633602460592078,-0.08421376393694734,-5.536332179930795E-4,-0.1929104190695886,0.06698961937716265,0.003014225297962322,0.06698961937716265,-0.03543252595155709,0.13588619761630144,-0.14173010380622836,0.09842368319876971,0.029773164167627833,0.14173010380622836,0.2069357939254133,-0.11909265667051133,0.13588619761630144,-0.006151480199923107,-0.041584006151480196,0.041584006151480196,0.2364628988850442,-0.14173010380622836,-0.2364628988850442,0.16000000000000003,0.03543252595155709,0.11374086889657825,0.0629911572472126,0.21413302575932336,0.13588619761630144,-0.09842368319876971,0.08882737408688965,-0.1929104190695886,0.16000000000000003,-0.11909265667051133,0.11909265667051133,-0.003014225297962322,0.22145328719723184,-0.17279507881584008,-0.09356401384083046,-0.041584006151480196,0.17937716262975778,-0.17937716262975778,-0.044844290657439445,-0.07972318339100345,0.08421376393694734,-0.0271280276816609,-0.06698961937716265,0.15378700499807765,0.17279507881584008,0.03844675124951941,-0.05536332179930796,-0.008858131487889272,N17,165675,45.8044640383918,34.946474999999985,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,0.010396001537870049,-0.11909265667051133,-0.07111111111111111,-0.10340638216070744,0.09842368319876971,0.14173010380622836,-0.08421376393694734,0.01574778931180315,0.08882737408688965,0.11374086889657825,0.13016532103037293,-0.04822760476739715,-0.17279507881584008,-0.15378700499807765,-0.1085121107266436,-0.029773164167627833,-0.1929104190695886,0.09842368319876971,0.017777777777777778,0.03254133025759323,-0.08421376393694734,0.17279507881584008,-0.15378700499807765,0.05536332179930796,0.09356401384083046,0.12456747404844293,0.17279507881584008,-0.11909265667051133,0.14769703960015382,-0.0015378700499807767,-0.11374086889657825,0.09842368319876971,0.16633602460592078,-0.15378700499807765,-0.24415224913494812,0.14769703960015382,-0.03543252595155709,0.11374086889657825,0.07972318339100345,0.22145328719723184,0.17937716262975778,-0.1085121107266436,0.1085121107266436,-0.16633602460592078,0.16000000000000003,-0.07535563244905807,0.16000000000000003,-0.024605920799692427,0.2679584775086506,-0.19986159169550174,-0.03254133025759323,-0.03543252595155709,0.2288965782391388,-0.14769703960015382,-0.12456747404844293,-0.05536332179930796,0.05173394848135333,-0.07972318339100345,-0.05536332179930796,0.09842368319876971,0.15378700499807765,0.08421376393694734,-0.0271280276816609,0.007443291041906958,N17,165677,45.804772038391874,34.94528599999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.06698961937716265,-0.08421376393694734,0.08882737408688965,-0.07535563244905807,0.05173394848135333,0.22145328719723184,-0.08421376393694734,0.044844290657439445,-0.07111111111111111,0.2364628988850442,0.16633602460592078,-0.17937716262975778,-0.2599000384467512,-0.12456747404844293,-0.14173010380622836,9.84236831987697E-4,-0.06698961937716265,-0.0271280276816609,0.01384083044982699,0.03543252595155709,-0.0015378700499807767,-0.0629911572472126,-0.14173010380622836,0.003936947327950788,0.01384083044982699,0.1085121107266436,0.1929104190695886,-0.08421376393694734,-0.05536332179930796,0.03543252595155709,0.03543252595155709,-0.024605920799692427,0.39369473279507883,-0.15378700499807765,-0.22145328719723184,0.0629911572472126,0.012056901191849288,0.17279507881584008,-0.041584006151480196,0.16000000000000003,0.05536332179930796,-0.06698961937716265,0.044844290657439445,-0.14173010380622836,0.044844290657439445,-0.003936947327950788,0.05536332179930796,-0.1085121107266436,0.186082276047674,-0.14173010380622836,-0.09842368319876971,0.11374086889657825,0.07972318339100345,-0.17279507881584008,0.04822760476739715,-0.16633602460592078,0.13016532103037293,0.044844290657439445,0.13016532103037293,0.19986159169550174,2.4605920799692423E-4,-0.13588619761630144,-0.11909265667051133,-0.04822760476739715,N17,165672,45.781864038386345,34.961486,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,0.03543252595155709,-0.09842368319876971,-0.041584006151480196,-0.08421376393694734,0.1085121107266436,0.19986159169550174,0.019930795847750864,0.12456747404844293,0.06698961937716265,0.09842368319876971,0.15378700499807765,-0.11909265667051133,-0.17279507881584008,-0.11909265667051133,-0.07535563244905807,0.01574778931180315,-0.2288965782391388,0.0271280276816609,0.05536332179930796,0.05536332179930796,-0.09356401384083046,0.10340638216070744,-0.11374086889657825,0.012056901191849288,0.13588619761630144,0.09842368319876971,0.2069357939254133,-0.2069357939254133,0.14173010380622836,-0.017777777777777778,-0.05173394848135333,0.05536332179930796,0.14173010380622836,-0.09842368319876971,-0.28444444444444444,0.21413302575932336,-0.04822760476739715,0.09356401384083046,0.022206843521722412,0.12456747404844293,0.2364628988850442,-0.08421376393694734,0.04822760476739715,-0.16000000000000003,0.17937716262975778,-0.08882737408688965,0.13588619761630144,0.012056901191849288,0.17937716262975778,-0.2761399461745483,-0.08421376393694734,-0.041584006151480196,0.17937716262975778,-0.13016532103037293,-0.13588619761630144,-0.09842368319876971,0.06698961937716265,-0.07535563244905807,0.007443291041906958,0.13016532103037293,0.13588619761630144,0.05911572472126105,-0.06698961937716265,0.0271280276816609,N17,165669,46.152842038464634,35.171192000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.003014225297962322,-0.13016532103037293,0.006151480199923107,-0.11374086889657825,0.07535563244905807,0.22145328719723184,-0.13016532103037293,0.017777777777777778,-0.029773164167627833,0.186082276047674,0.08421376393694734,-0.186082276047674,-0.2069357939254133,-0.13016532103037293,-0.17937716262975778,-0.01574778931180315,-0.14769703960015382,0.11374086889657825,-0.006151480199923107,0.0629911572472126,-0.07535563244905807,0.03543252595155709,-0.11909265667051133,0.1085121107266436,0.05911572472126105,0.22145328719723184,0.15378700499807765,-0.09842368319876971,0.08421376393694734,0.03844675124951941,-0.04822760476739715,-0.04822760476739715,0.28444444444444444,-0.19986159169550174,-0.13588619761630144,0.08421376393694734,0.0015378700499807767,0.12456747404844293,-0.006151480199923107,0.21413302575932336,0.08421376393694734,-0.1929104190695886,0.07535563244905807,-0.2069357939254133,0.08421376393694734,-0.03543252595155709,0.16000000000000003,-0.029773164167627833,0.21413302575932336,-0.16000000000000003,-0.09356401384083046,0.07972318339100345,0.186082276047674,-0.17937716262975778,0.0271280276816609,-0.11909265667051133,0.12456747404844293,0.003014225297962322,0.022206843521722412,0.11374086889657825,0.09842368319876971,-0.08421376393694734,-0.05536332179930796,-0.05911572472126105,N17,165673,45.78182203838632,34.96115799999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.07111111111111111,-0.04822760476739715,0.0015378700499807767,-0.14173010380622836,0.13588619761630144,0.2288965782391388,0.010396001537870049,0.05536332179930796,0.05536332179930796,0.11909265667051133,0.186082276047674,-0.09356401384083046,-0.19986159169550174,-0.13588619761630144,-0.07535563244905807,0.002214532871972318,-0.17279507881584008,0.03844675124951941,0.06698961937716265,0.019930795847750864,-0.07972318339100345,0.1085121107266436,-0.12456747404844293,0.010396001537870049,0.09842368319876971,0.10340638216070744,0.21413302575932336,-0.186082276047674,0.12456747404844293,0.017777777777777778,0.008858131487889272,-0.004982698961937716,0.2069357939254133,-0.13016532103037293,-0.28444444444444444,0.1929104190695886,-0.08421376393694734,0.10340638216070744,0.006151480199923107,0.13588619761630144,0.22145328719723184,-0.08421376393694734,0.041584006151480196,-0.186082276047674,0.16000000000000003,-0.05536332179930796,0.13588619761630144,-0.008858131487889272,0.19986159169550174,-0.2364628988850442,-0.09842368319876971,-0.044844290657439445,0.15378700499807765,-0.14173010380622836,-0.11909265667051133,-0.12456747404844293,0.07111111111111111,-0.08882737408688965,0.044844290657439445,0.10340638216070744,0.1085121107266436,0.05536332179930796,-0.09842368319876971,-0.008858131487889272,N17,165670,46.15254403846462,35.17469999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.05911572472126105,-0.12456747404844293,0.024605920799692427,-0.07535563244905807,0.05911572472126105,0.22145328719723184,-0.10340638216070744,0.0271280276816609,0.0271280276816609,0.15378700499807765,0.17279507881584008,-0.11374086889657825,-0.2519646289888504,-0.14173010380622836,-0.1085121107266436,-0.01384083044982699,-0.14173010380622836,0.024605920799692427,0.0271280276816609,0.0629911572472126,-0.041584006151480196,0.07972318339100345,-0.13588619761630144,0.05536332179930796,0.03254133025759323,0.12456747404844293,0.2519646289888504,-0.09842368319876971,0.08421376393694734,-0.017777777777777778,0.007443291041906958,0.019930795847750864,0.31009611687812383,-0.16000000000000003,-0.2364628988850442,0.16633602460592078,0.012056901191849288,0.11374086889657825,0.01574778931180315,0.2288965782391388,0.09842368319876971,-0.09356401384083046,0.08882737408688965,-0.186082276047674,0.09356401384083046,-0.08882737408688965,0.12456747404844293,-0.03254133025759323,0.19986159169550174,-0.1929104190695886,-0.1085121107266436,0.024605920799692427,0.15378700499807765,-0.17937716262975778,0.019930795847750864,-0.15378700499807765,0.09356401384083046,-0.003936947327950788,-0.003936947327950788,0.186082276047674,0.1085121107266436,-0.019930795847750864,-0.07111111111111111,-0.0271280276816609,N17,165674,45.804450038391806,34.94693899999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.07972318339100345,-0.08421376393694734,0.10340638216070744,-0.08882737408688965,0.03844675124951941,0.2288965782391388,-0.07972318339100345,0.041584006151480196,-0.0629911572472126,0.2519646289888504,0.17279507881584008,-0.17937716262975778,-0.24415224913494812,-0.1085121107266436,-0.13588619761630144,-0.01384083044982699,-0.044844290657439445,-0.0271280276816609,0.01384083044982699,0.022206843521722412,-0.004982698961937716,-0.05173394848135333,-0.14173010380622836,-0.01384083044982699,0.004982698961937716,0.09842368319876971,0.1929104190695886,-0.07111111111111111,-0.05536332179930796,0.029773164167627833,0.044844290657439445,0.004982698961937716,0.3839138792772011,-0.15378700499807765,-0.2069357939254133,0.07111111111111111,-0.002214532871972318,0.17279507881584008,-0.05536332179930796,0.15378700499807765,0.05911572472126105,-0.07535563244905807,0.05911572472126105,-0.14173010380622836,0.03844675124951941,-0.003014225297962322,0.044844290657439445,-0.11374086889657825,0.17937716262975778,-0.16633602460592078,-0.08882737408688965,0.13016532103037293,0.09356401384083046,-0.17279507881584008,0.05536332179930796,-0.16633602460592078,0.13016532103037293,0.07535563244905807,0.13588619761630144,0.22145328719723184,6.151480199923106E-5,-0.13588619761630144,-0.1085121107266436,-0.04822760476739715,N17,165671,45.78150003838624,34.961743999999996,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,0.08882737408688965,-0.06698961937716265,0.019930795847750864,-0.16633602460592078,0.09842368319876971,0.24415224913494812,-0.0629911572472126,0.019930795847750864,0.03254133025759323,0.17279507881584008,0.14173010380622836,-0.13016532103037293,-0.22145328719723184,-0.13016532103037293,-0.11909265667051133,-0.007443291041906958,-0.13016532103037293,0.07111111111111111,0.03254133025759323,0.08421376393694734,-0.029773164167627833,0.11909265667051133,-0.1085121107266436,0.05173394848135333,0.03543252595155709,0.11909265667051133,0.2288965782391388,-0.14769703960015382,0.10340638216070744,0.03543252595155709,0.029773164167627833,0.06698961937716265,0.2599000384467512,-0.13016532103037293,-0.2519646289888504,0.2069357939254133,0.01384083044982699,0.14769703960015382,5.536332179930795E-4,0.2288965782391388,0.13016532103037293,-0.06698961937716265,-0.003014225297962322,-0.19986159169550174,0.1929104190695886,-0.12456747404844293,0.07972318339100345,-0.04822760476739715,0.19986159169550174,-0.14769703960015382,-0.07111111111111111,0.01574778931180315,0.13016532103037293,-0.16633602460592078,-0.05911572472126105,-0.10340638216070744,0.05173394848135333,0.024605920799692427,0.022206843521722412,0.19986159169550174,0.05173394848135333,-0.05173394848135333,-0.10340638216070744,0.007443291041906958,N17,165680,46.2015830384732,35.224328,"{""type"":""MultiPoint"",""coordinates"":[]}"
